codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
78380;IG-190/CENIPA/2018 - 04;2021-07-08;2021-07-27;NULL;Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78380;IG-190/CENIPA/2018 - 05;2021-07-08;2021-08-17;NULL;Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).;AGUARDANDO RESPOSTA;FAA;FEDERAL AVIATION ADMINISTRATION
78383;IG-191/CENIPA/2018 - 01;2020-05-29;2020-06-22;2020-07-29;Atuar em conjunto com o fabricante do inversor, a AVIONIC INSTRUMENTS LLC, e com ofabricante da aeronave, a AEROSPATIALE AND ALENIA, a fim de verificar se houve outrasocorrências de mesma natureza anteriormente, com o intuito de melhorar a qualidade doinversor estático, modelo 1G500-1A-2573.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78390;A-192/CENIPA/2018-01;2019-05-16;2019-05-16;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, COM A FINALIDADE DE ALERTAR OS OPERADORES E PROPRIETáRIOS DE AERONAVES EXPERIMENTAIS, QUANTO AOS RISCOS ASSOCIADOS à EXECUçãO DA ATIVIDADE AéREA SEM A FIEL OBSERVâNCIA DAS NORMAS OPERACIONAIS, REGULAMENTOS OU REGRAS DE TRáFEGO AéREO, NOTADAMENTE NA REALIZAçãO DE MANOBRAS A BAIXA ALTURA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78407;A-005/CENIPA/2019 - 01;2021-07-08;2021-07-26;NULL;Atuar junto à empresa Aeropel Aero Operações Agrícolas Ltda., a fim de verificar se aquela organização de manutenção possui e aplica os recursos necessários para uma adequada prestação de serviços de manutenção das aeronaves inseridas em sua Especificação Operativa (EO), conforme preconiza a legislação em vigor, com os respectivos manuais técnicos das aeronaves e a Lista de Capacidade da empresa.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78411;IG-003/CENIPA/2019 - 01;2021-03-29;2021-04-26;2021-05-06;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos operacionais decorrentes do não cumprimento das autorizações e restrições emitidas pelos órgãos de controle do espaço aéreo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78411;IG-003/CENIPA/2019 - 02;2021-03-29;2021-04-26;2021-09-23;Analisar a pertinência de inserir o estudo de caso desta ocorrência no PAELS (Programa de Atividades e Emprego do Laboratório de Simulação), no sentido de buscar mitigar os erros decorrentes de desvios de normas e modelos operacionais, cometidos por Controladores de Tráfego Aéreo habilitados.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78411;IG-003/CENIPA/2019 - 03;2021-03-29;2021-04-26;2021-09-23;Analisar a pertinência quanto ao aperfeiçoamento da redação do texto contido no item a seguir, da ICA 100-37 - Serviço de Tráfego Aéreo, a fim de clarificar o entendimento do seu conteúdo: 6.28.3.6 As instruções de controle de tráfego aéreo a serem emitidas após a decolagem.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78426;A-006/CENIPA/2019 - 01;2019-10-28;2019-11-06;2021-01-06;ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE OS MECANISMOS ADMINISTRATIVOS DE ESCRITURAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, SOBRETUDO NO QUE DIZ RESPEITO AO PREENCHIMENTO DAS CADERNETAS DE CéLULA, MOTOR E HéLICE, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78426;A-006/CENIPA/2019 - 02;2019-10-28;2019-10-28;2020-06-16;ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78426;A-006/CENIPA/2019 - 03;2019-10-28;2019-11-06;2020-06-16;ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA., A FIM DE QUE AQUELE OPERADOR OFEREçA A SEUS PILOTOS UM ADEQUADO TREINAMENTO DE OPERAçõES AEROAGRíCOLAS, SOBRETUDO NO QUE DIZ RESPEITO AO CORRETO PLANEJAMENTO DE VOO E àS TéCNICAS DE PILOTAGEM NECESSáRIAS AO DESEMPENHO SEGURO DAS ATIVIDADES PROPOSTAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78430;A-010/CENIPA/2019 -01;2020-03-11;2020-03-19;2020-04-06;Divulgar os ensinamentos colhidos na presente investigação, no intuito de aumentar o nível de  atenção  dos  pilotos  aeroagrícolas  quanto  às  barreiras  e  defesas  necessárias  para  a prevenção de estol, bem como, alertá-los quanto à correta técnica de recuperação dessa condição.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78432;A-009/CENIPA/2019-01;2019-05-16;2019-05-16;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS COM A PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE AOS RISCOS DECORRENTES DA OPERAçãO IMC POR PESSOAL NãO HABILITADO E/OU UTILIZANDO AERONAVE NãO CERTIFICADA PARA VOO IFR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78455;A-013/CENIPA/2019 - 01;2021-11-16;2021-12-22;NULL;Avaliar a pertinência de revisar a IS 137.201-001, em especial os itens 5.7.7 e 5.7.9, a fim de esclarecer ou especificar quais seriam as publicações técnicas que devem ser usadas como referência nas modificações realizadas nas aeronaves e nos motores para a utilização de álcool etílico hidratado como combustível, assim como quem seriam os responsáveis pela elaboração e aprovação de procedimentos de manutenção específicos para operação de aeronaves com motor convertido para operar com álcool etílico hidratado como combustível.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78479;A-016/CENIPA/2019 - 01;2019-10-28;2019-11-05;2020-08-14;ATUAR JUNTO à INOVAR AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR INCREMENTE A PREPARAçãO DOS PILOTOS PARA OS VOOS AGRíCOLAS, EM ESPECIAL NO TOCANTE à ESCOLHA DE TRAJETóRIA A SER UTILIZADA EM FUNçãO DOS OBSTáCULOS EXISTENTES.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78485;A-018/CENIPA/2019 - 01;2019-09-03;2019-09-03;NULL;REALIZAR UMA AUDITORIA NA PULVERIZA AVIAçãO AGRíCOLA, A FIM DE VERIFICAR SE SUAS OPERAçõES AéREAS ATENDEM OS REQUISITOS PREVISTOS NA REGULAMENTAçãO, EM ESPECIAL NO TOCANTE AO CONTROLE DO PESO MáXIMO DE DECOLAGEM E ANáLISE DE RISCO.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78488;IG-020/CENIPA/2019 - 01;2019-09-03;2019-09-03;NULL;ATUAR JUNTO à AZUL LINHAS AéREAS BRASILEIRAS S.A, A FIM DE DAR AMPLA DIVULGAçãO à “LISTA DE EXEMPLOS DE INCIDENTES GRAVES”, O ANEXO A DA NSCA 3-13 (PROTOCOLOS DE INVESTIGAçãO DE OCORRêNCIAS AERONáUTICAS DA AVIAçãO CIVIL CONDUZIDAS PELO ESTADO BRASILEIRO), SOBRETUDO O ITEM INCAPACITAçãO DA TRIPULAçãO EM VOO, VISANDO EVITAR QUE INCIDENTES GRAVES ENVOLVENDO AERONAVE SOB A RESPONSABILIDADE DAQUELE OPERADOR NãO SEJAM INFORMADOS à AUTORIDADE DE INVESTIGAçãO DE OCORRêNCIAS AERONáUTICAS.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78488;IG-020/CENIPA/2019 - 02;2019-09-03;2019-09-03;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OS TRIPULANTES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA OPERAçãO SEM AS PLENAS CAPACIDADES PSICOFíSICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 01;2019-10-28;2019-11-05;2020-08-12;ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A., A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS DE CREW RESOURCE MANAGEMENT (CRM) OFERECIDOS A SEUS TRIPULANTES, SOBRETUDO NO QUE DIZ RESPEITO àS INTERAçõES INTERPESSOAIS NECESSáRIAS à MANUTENçãO DA SEGURANçA OPERACIONAL DURANTE OS PROCEDIMENTOS DE TáXI E ESTACIONAMENTO DAS AERONAVES OPERADAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 02;2019-10-28;2020-08-12;2020-08-12;ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE OBSERVAR O PREVISTO NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO AS EXCEçõES ESTABELECIDAS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 03;2019-10-28;2019-10-28;NULL;ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE COMUNICAR, PELO MEIO MAIS RáPIDO, à AUTORIDADE DA AVIAçãO CIVIL E à AUTORIDADE DE INVESTIGAçãO SIPAER TODA E QUALQUER OCORRêNCIA AERONáUTICA QUE ENVOLVA AERONAVE OPERADA PELA EMPRESA.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 04;2019-10-28;2019-10-28;NULL;ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE PRESERVAR OS DADOS GRAVADOS PELOS EQUIPAMENTOS DE BORDO DAS AERONAVES OPERADAS PARA A INVESTIGAçãO DE OCORRêNCIAS AERONáUTICAS.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 05;2019-10-28;2019-10-28;NULL;ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI, A FIM DE AQUELE OPERADOR DE AERóDROMO ATUALIZE E CUMPRA O CONSTANTE EM SEU MANUAL DE GERENCIAMENTO DE SEGURANçA OPERACIONAL (MGSO), COMO FORMA DE PREVENIR FUTURAS OCORRêNCIAS AERONáUTICAS.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 06;2019-10-28;2019-10-28;NULL;ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI, A FIM DE AQUELE OPERADOR DE AERóDROMO DESENVOLVA E IMPLANTE EM SWCA UM SISTEMA DE RESPOSTA à EMERGêNCIA AEROPORTUáRIA (SREA), UM PLANO DE EMERGêNCIA AERONáUTICA (PLEM) E UM PLANO CONTRAINCêNDIO DE AERóDROMO.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 07;2019-10-28;2019-10-28;NULL;ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI, A FIM DE AQUELE OPERADOR DE AERóDROMO PROVIDENCIE UM GERENTE DE SEGURANçA OPERACIONAL QUE POSSA REALIZAR AS ATIVIDADES PREVISTAS NO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (SGSO) ADOTADO EM SWCA.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019-01;2019-05-16;2019-05-16;NULL;ATUAR JUNTO AO OPERADOR DO AERóDROMO DE SWCA, A FIM DE ASSEGURAR QUE AS OPERAçõES NAQUELA LOCALIDADE ESTEJAM DENTRO DOS NíVEIS ACEITáVEIS DE SEGURANçA OPERACIONAL, MORMENTE NO QUE SE REFERE AO PROCESSO DE IDENTIFICAçãO DE PERIGOS, ANáLISE E GERENCIAMENTO DO RISCO, BEM COMO AO PLANO DE EMERGêNCIA EM AERóDROMO (PLEM).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78513;IG-023/CENIPA/2019 - 01;2019-10-28;2019-11-06;2020-10-01;ATUAR JUNTO à AEROMAJ AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE O SISTEMA DE GERENCIAMENTO DE SEGURANçA OPERACIONAL (SGSO) ADOTADO PELA EMPRESA, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE PLANEJAMENTO DE VOO, MANUTENçãO DA ATENçãO DOS TRIPULANTES DURANTE OS SERVIçOS DE PULVERIZAçãO E DE SUPERVISãO GERENCIAL DAS OPERAçõES AEROAGRíCOLAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78513;IG-023/CENIPA/2019 - 02;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NO PRESENTE RELATóRIO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DE PLANEJAMENTOS DE OPERAçõES AEROAGRíCOLAS QUE NãO CONSIDERAM CORRETAMENTE OS OBSTáCULOS PRESENTES NO TERRENO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78528;A-029/CENIPA/2019 - 01;2020-03-11;2020-03-19;2020-04-06;Realizar gestões junto à Rico Táxi Aéreo LTDA., a fim de que esta empresa assegure que o processo de Gerenciamento dos Riscos da Segurança Operacional, descrito em seu Manual de Gerenciamento da Segurança Operacional (MGSO), esteja sendo efetiva e eficazmente conduzido no âmbito da organização.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78528;A-029/CENIPA/2019 - 02;2020-03-11;2020-03-19;2020-11-03;Realizar gestões junto à Rico Táxi Aéreo LTDA., a fim de que sejam criados mecanismos que possibilitem garantir o cumprimento do RBAC nº 120, notadamente no que diz respeito à realização do Exame Toxicológico de Substâncias Psicoativas (ETPS) pós-acidente.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78532;A-030/CENIPA/2019 - 01;2020-10-29;2021-03-04;2021-03-12;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre as consequências decorrentes do não cumprimento do estabelecido nos Programas de Manutenção dos fabricantes ou aprovados pela Autoridade de Aviação Civil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78532;A-030/CENIPA/2019 - 02;2020-10-29;2021-03-04;2021-03-12;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar as Organizações de Manutenção sobre as consequências decorrentes do não cumprimento dos Programas de Manutenção estabelecidos pelos fabricantes ou aprovados pela Autoridade de Aviação Civil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78532;A-030/CENIPA/2019 - 03;2020-10-29;2021-03-04;2021-06-17;Atuar junto à WM Helicópteros (COM nº 0304-05/ANAC), a fim de assegurar-se que os serviços de manutenção realizados pela empresa ocorram em conformidade com as previsões dos Programas de Manutenção estabelecidos pelos fabricantes ou aprovados pela Autoridade de Aviação Civil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78532;A-030/CENIPA/2019 - 04;2020-10-29;2021-03-04;NULL;Atuar junto ao Sistema de Aviação Civil, visando coibir a realização irregular da atividade de transporte aéreo público não regular na modalidade táxi-aéreo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78550;A-032/CENIPA/2019 - 01;2019-08-06;2019-08-06;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA, SOBRETUDO OS QUE ATUAM NA AVIAçãO AGRíCOLA, SOBRE OS RISCOS DE CORRENTES DA REALIZAçãO DE CURVAS DE GRANDE INCLINAçãO A BAIXA ALTURA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78552;A-033/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com o objetivo de alertar pilotos, operadores e organizações de manutenção da aviação geral, sobre a importância de se verificar os serviços de preservação e estocagem realizados em aeronaves e de registrar os serviços de manutenção executados nas cadernetas da aeronave.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78564;A-036/CENIPA/2019 - 03;2021-02-12;2021-03-04;NULL;Desenvolver e implantar processos e protocolos específicos de acompanhamento, controle e fiscalização em empresas de transporte aéreo público regular e não regular, que estejam em processo de recuperação judicial, a fim de impedir que seus tripulantes, mantenedores e demais colaboradores exerçam suas atividades laborais diárias com os respectivos vencimentos e gratificações em atraso, de maneira a garantir que as operações aéreas ocorram conforme estabelecido em seus MGO, bem como que essas empresas operem com o quadro de tripulantes em número adequado ao tamanho de sua malha aérea.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78564;IG-036/CENIPA/2019 - 01;2019-05-16;2019-05-27;2019-12-23;Atuar em conjunto com a Oceanair Linhas Aéreas S.A. (Avianca), a fim de que aquele operador assegure e proporcione a apresentação para início de viagem dos membros da tripulação em tempo adequado no solo, visando ao atendimento apropriado ao avião, aos próprios tripulantes e aos passageiros, em conformidade com o Manual Geral de Operações (MGO) da empresa, aprovado pela Autoridade de Aviação Civil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78564;IG-036/CENIPA/2019 - 02;2019-05-16;2019-05-27;2019-12-23;Atuar em conjunto com a Oceanair Linhas Aéreas S.A. (Avianca), a fim de que o operador assegure a divulgação de informações relevantes acerca da situação de recuperação judicial vivenciada, por meio dos canais de comunicação interna da empresa, buscando a estabilização do clima organizacional e, consequentemente, a manutenção dos níveis aceitáveis de segurança operacional.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78579;A-039/CENIPA/2019 - 01;2021-08-19;2021-09-01;NULL;Atuar junto à Associação Ícaro de Aviadores do Catu, operadora da aeronave, no intuito de verificar o cumprimento do programa de manutenção de suas aeronaves e motores, bem como o atendimento aos critérios regulamentares previstos para o registro dessas manutenções, notadamente ao estabelecido pela IS 91.409-001A - Manutenção de Aeronaves Equipadas com Motores Convencionais.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78579;A-039/CENIPA/2019 - 02;2021-08-19;2021-09-01;NULL;Atuar junto à organização de manutenção Uirapuru Serviços Aeronáuticos Ltda., no sentido de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando assegurar que a organização atenda continuamente aos requisitos estabelecidos pela autoridade de aviação civil, principalmente no que se refere à transcrição dos registros dos serviços de manutenção executados para os documentos de controle técnico dos operadores (cadernetas de célula, motor e hélice), de forma completa e clara.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78587;A-040/CENIPA/2019 - 01;2021-12-30;2022-01-04;NULL;Atuar junto à Somar Aero Agrícola Ltda., a fim de que o operador aprimore seu Gerenciamento de Segurança Operacional, criando métodos ou procedimentos definidos para analisar o risco de suas operações agrícolas, em especial quanto ao reconhecimento das áreas a serem sobrevoadas durante as operações.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 01;2019-08-06;2019-08-20;2019-12-02;Atuar em conjunto com a European Union Aviation Safety Agency (EASA) e com a Transport Canada Civil Aviation (TCCA) no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M, considerando, ainda, a possibilidade de alteração do tempo limite de vida (Hard Time) das HP blades.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 02;2019-08-06;2019-08-15;2019-09-27;Atuar em conjunto com a European Union Aviation Safety Agency (EASA) e com a Avions de Transport Regional (ATR) no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M, considerando, ainda, a possibilidade de alterar o tempo limite de vida (Hard Time) das HP blades.;CUMPRIDA;BEA;BEA
78590;IG-042/CENIPA/2019 - 03;2019-08-06;2019-08-15;2020-11-09;Atuar em conjunto com a Transport Canada Civil Aviation (TCCA) e com a Pratt & Whitney Canada no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M, considerando, ainda, a possibilidade de alterar o tempo limite de vida (Hard Time) das HP blades.;CUMPRIDA;TSB;TSB
78590;IG-042/CENIPA/2019 - 04;2021-07-08;2021-08-16;NULL;Atuar junto à Pratt & Whitney Canada no sentido de atualizar os parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional das High Pressure Turbine Blades, PN 3115601-01 que atualmente equipam os motores PW127M, diminuindo o tempo limite de vida das HP blades PN 3115601-01.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 05;2021-07-08;2021-08-16;NULL;Atuar junto à Pratt & Whitney Canada no sentido de implementar melhorias no projeto das High Pressure Turbine Blades, PN 3115601-01, instaladas nos motores Pratt & Whitney Canada, modelo PW127M, de forma a torná-las menos suscetíveis ao surgimento de processos de Fadiga de Alto Ciclo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 06;2021-07-08;2021-08-16;NULL;Atuar junto à Pratt & Whitney Canada para que sejam implementadas as melhorias no projeto das High Pressure Turbine Blades, PN 3115601-01, instaladas nos motores Pratt & Whitney Canada, modelo PW127M, de forma a torná-las menos suscetíveis ao surgimento de processos de Fadiga de Alto Ciclo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78607;A-047/CENIPA/2019 - 01;2021-07-08;2021-07-26;NULL;Atuar junto à empresa Aplitec Aero Agrícola Ltda., a fim de reavaliar a adequabilidade do Manual do Gerenciamento da Segurança Operacional (MGSO) daquele operador, sobretudo no que diz respeito à identificação de perigos das áreas de aplicação.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78607;A-047/CENIPA/2019 - 02;2021-07-08;2021-08-04;2021-08-30;Divulgar os ensinamentos colhidos na presente investigação, com intuito de alertar os pilotos e operadores de serviços aeroagrícolas sobre a importância da correta utilização da ferramenta gerenciamento de risco à segurança operacional (GRSO).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78609;A-046/CENIPA/2019 - 01;2019-12-18;2020-01-13;2020-08-19;ASSEGURAR QUE A FRISONFLY OFICINA DE MANUTENçãO AERONáUTICA CUMPRA TODOS OS PROTOCOLOS ESTABELECIDOS PARA A EMISSãO DA FICHA DE PESO E BALANCEAMENTO, APóS A INSTALAçãO DO EQUIPAMENTO DE PULVERIZAçãO NAS AERONAVES R44.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78612;A-049/CENIPA/2019 - 01;2019-09-03;2019-09-03;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA REALIZAçãO DE FINAIS PARA POUSO NãO ESTABILIZADAS E DA DECISãO DE NãO REALIZAR UMA ARREMETIDA NOS CASOS EM;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78619;A-050/CENIPA/2019 - 01;2021-09-17;2021-09-23;NULL;Atuar junto à empresa Fort Aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de instrução, supervisão gerencial e planejamento gerencial e de voo nas operações aeroagrícolas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78619;A-050/CENIPA/2019 - 02;2021-09-17;2021-10-05;2021-10-14;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar pilotos e operadores da aviação civil brasileira quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais regulamentadas, como a não utilização das informações necessárias à previsão do desempenho do EMB-202A, notadamente nas fases críticas de voo, como pousos e decolagens em área de pouso para uso aeroagrícola (APUA).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78643;A-057/CENIPA/2019 - 01;2020-03-11;2020-03-19;NULL;Atuar junto à Velair Air Escola de Aviação Civil LTDA. (antiga Martins Air Escola de Aviação Civil LTDA.), a fim de que aquele operador aperfeiçoe seus mecanismos administrativos e operacionais de recebimento, verificação e escrituração dos serviços de manutenção executados em suas aeronaves.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
